,Report_Period_Start,Report_Period_End,License_Number,Shelter_Name,Canine_starting_animal_count,Feline_starting_animal_count,Canine_stray_at_large,Feline_stray_at_large,Canine_relinquished_by_owner,Feline_relinquished_by_owner,Canine_intake_owner_intended_euthanasia,Feline_intake_owner_intended_euthanasia,Canine_transferred_in_from_agency,Feline_transferred_in_from_agency,Canine_other_intakes,Feline_other_intakes,Canine_adoption,Feline_adoption,Canine_returned_to_owner,Feline_returned_to_owner,Canine_transferred_to_another_agency,Feline_transferred_to_another_agency,Canine_returned_to_field,Feline_returned_to_field,Canine_other_live_outcome,Feline_other_live_outcome,Canine_died_in_care,Feline_died_in_care,Canine_lost_in_care,Feline_list_in_care,Canine_shelter_euthanasia,Feline_shelter_euthanasia,Canine_owner_intended_euthanasia,Feline_owner_intended_euthanasia
390,10/1/2020 0:00,10/31/2020 0:00,3347280,CHEROKEE COUNTY ANIMAL CONTROL & SHELTER,27,57,21,58,25,49,3,3,0,0,40,12,30,80,23,4,15,4,0,0,0,0,0,0,0,0,22,20,3,3
391,11/1/2020 0:00,11/30/2020 0:00,3347280,CHEROKEE COUNTY ANIMAL CONTROL & SHELTER,23,67,17,51,20,46,3,1,16,0,69,2,43,71,20,1,9,16,0,0,0,0,0,0,0,0,17,18,3,1
392,12/1/2020 0:00,12/31/2020 0:00,3347280,CHEROKEE COUNTY ANIMAL CONTROL & SHELTER,56,60,25,42,36,20,7,2,0,1,28,2,68,89,29,3,11,2,0,0,0,0,0,0,0,0,20,20,7,2
393,1/1/2021 0:00,1/31/2021 0:00,3347280,CHEROKEE COUNTY ANIMAL CONTROL & SHELTER,17,12,19,25,25,27,3,2,6,0,34,0,22,29,19,1,18,4,0,0,0,0,0,0,0,0,20,17,3,2
394,2/1/2021 0:00,2/28/2021 0:00,3347280,CHEROKEE COUNTY ANIMAL CONTROL & SHELTER,22,13,38,15,25,30,6,3,1,0,7,0,28,23,15,3,6,1,0,0,0,0,2,0,0,0,19,6,6,3
395,3/1/2021 0:00,3/31/2021 0:00,3347280,CHEROKEE COUNTY ANIMAL CONTROL & SHELTER,82,50,36,25,36,18,2,3,0,0,5,4,18,22,22,3,11,0,0,0,0,0,0,0,0,0,28,14,2,3
396,4/1/2021 0:00,4/30/2021 0:00,3347280,CHEROKEE COUNTY ANIMAL CONTROL & SHELTER,72,102,33,62,27,38,6,1,0,0,6,1,19,34,23,3,8,0,0,0,0,0,0,1,0,0,26,38,6,1
397,5/1/2021 0:00,5/31/2021 0:00,3347280,CHEROKEE COUNTY ANIMAL CONTROL & SHELTER,11,58,52,76,19,36,3,0,0,0,7,3,19,51,26,0,1,0,0,0,0,0,1,0,0,0,18,31,3,0
398,6/1/2021 0:00,6/30/2021 0:00,3347280,CHEROKEE COUNTY ANIMAL CONTROL & SHELTER,24,91,56,100,48,37,6,4,1,0,10,11,39,62,22,1,8,0,0,0,0,0,0,2,0,0,16,60,6,4
399,7/1/2021 0:00,7/31/2021 0:00,3347280,CHEROKEE COUNTY ANIMAL CONTROL & SHELTER,54,114,60,134,41,45,4,1,1,0,7,1,47,120,34,3,20,0,0,0,0,0,0,0,0,0,29,43,4,1
400,8/1/2021 0:00,8/31/2021 0:00,3347280,CHEROKEE COUNTY ANIMAL CONTROL & SHELTER,32,124,57,66,30,52,6,3,0,0,5,0,35,112,25,1,23,3,0,0,0,0,0,1,0,0,17,26,6,3
401,9/1/2021 0:00,9/30/2021 0:00,3347280,CHEROKEE COUNTY ANIMAL CONTROL & SHELTER,25,99,48,71,28,39,4,3,0,0,7,0,34,90,16,1,11,1,0,0,0,0,0,6,0,0,15,45,4,3
402,10/1/2021 0:00,10/31/2021 0:00,3347280,CHEROKEE COUNTY ANIMAL CONTROL & SHELTER,32,65,57,90,39,45,1,0,0,0,10,2,36,66,30,2,6,0,0,0,0,0,0,1,0,0,39,52,1,0
403,11/1/2021 0:00,11/30/2021 0:00,3347280,CHEROKEE COUNTY ANIMAL CONTROL & SHELTER,27,81,47,62,31,18,0,1,0,0,19,0,30,73,23,4,16,2,0,0,0,0,6,0,0,0,23,36,0,1
404,12/1/2021 0:00,12/31/2021 0:00,3347280,CHEROKEE COUNTY ANIMAL CONTROL & SHELTER,26,46,48,37,23,26,2,2,0,0,7,1,31,61,24,1,8,1,0,0,0,0,0,0,0,0,27,23,2,2
405,1/1/2022 0:00,1/31/2022 0:00,3347280,CHEROKEE COUNTY ANIMAL CONTROL & SHELTER,14,24,43,37,29,16,4,0,0,0,2,1,25,31,14,1,10,4,0,0,0,0,0,0,0,0,16,10,4,0
406,2/1/2022 0:00,2/28/2022 0:00,3347280,CHEROKEE COUNTY ANIMAL CONTROL & SHELTER,23,32,53,38,40,14,3,0,0,0,8,9,47,31,24,3,13,0,0,0,0,0,0,0,0,0,6,20,3,0
407,2/1/2021 0:00,2/28/2021 0:00,3384798,CITY  OF COLLEGE PARK PUBLIC WORKS DEPT.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
408,3/1/2021 0:00,3/31/2021 0:00,3384798,CITY  OF COLLEGE PARK PUBLIC WORKS DEPT.,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
409,4/1/2021 0:00,4/30/2021 0:00,3384798,CITY  OF COLLEGE PARK PUBLIC WORKS DEPT.,8,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
410,5/1/2021 0:00,5/31/2021 0:00,3384798,CITY  OF COLLEGE PARK PUBLIC WORKS DEPT.,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,6/1/2021 0:00,6/30/2021 0:00,3384798,CITY  OF COLLEGE PARK PUBLIC WORKS DEPT.,10,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,7/1/2021 0:00,7/31/2021 0:00,3384798,CITY  OF COLLEGE PARK PUBLIC WORKS DEPT.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
413,8/1/2021 0:00,8/31/2021 0:00,3384798,CITY  OF COLLEGE PARK PUBLIC WORKS DEPT.,15,2,15,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
414,9/1/2021 0:00,9/30/2021 0:00,3384798,CITY  OF COLLEGE PARK PUBLIC WORKS DEPT.,22,1,22,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
415,10/1/2021 0:00,10/31/2021 0:00,3384798,CITY  OF COLLEGE PARK PUBLIC WORKS DEPT.,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0
416,12/1/2021 0:00,12/31/2021 0:00,3384798,CITY  OF COLLEGE PARK PUBLIC WORKS DEPT.,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,1/1/2022 0:00,1/31/2022 0:00,3384798,CITY  OF COLLEGE PARK PUBLIC WORKS DEPT.,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,2/1/2022 0:00,2/28/2022 0:00,3384798,CITY  OF COLLEGE PARK PUBLIC WORKS DEPT.,9,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
419,7/1/2020 0:00,7/31/2020 0:00,33106530,CITY OF ABBEVILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,8/1/2020 0:00,8/31/2020 0:00,33106530,CITY OF ABBEVILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,9/1/2020 0:00,9/30/2020 0:00,33106530,CITY OF ABBEVILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,10/1/2020 0:00,10/31/2020 0:00,33106530,CITY OF ABBEVILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,11/1/2020 0:00,11/30/2020 0:00,33106530,CITY OF ABBEVILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,12/1/2020 0:00,12/31/2020 0:00,33106530,CITY OF ABBEVILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,1/1/2021 0:00,1/31/2021 0:00,33106530,CITY OF ABBEVILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,2/1/2021 0:00,2/28/2021 0:00,33106530,CITY OF ABBEVILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,3/1/2021 0:00,3/31/2021 0:00,33106530,CITY OF ABBEVILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,4/1/2021 0:00,4/30/2021 0:00,33106530,CITY OF ABBEVILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,5/1/2021 0:00,5/31/2021 0:00,33106530,CITY OF ABBEVILLE,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,6/1/2021 0:00,6/30/2021 0:00,33106530,CITY OF ABBEVILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,7/1/2021 0:00,7/31/2021 0:00,33106530,CITY OF ABBEVILLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,8/1/2021 0:00,8/31/2021 0:00,33106530,CITY OF ABBEVILLE,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,9/1/2021 0:00,9/30/2021 0:00,33106530,CITY OF ABBEVILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,10/1/2021 0:00,10/31/2021 0:00,33106530,CITY OF ABBEVILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,11/1/2021 0:00,11/30/2021 0:00,33106530,CITY OF ABBEVILLE,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
436,12/1/2021 0:00,12/31/2021 0:00,33106530,CITY OF ABBEVILLE,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,1/1/2022 0:00,1/31/2022 0:00,33106530,CITY OF ABBEVILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,2/1/2022 0:00,2/28/2022 0:00,33106530,CITY OF ABBEVILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,7/1/2020 0:00,7/31/2020 0:00,339550,CITY OF ADEL; DR. WM. F. BOZEMAN A/C FAC,27,11,27,11,0,0,1,3,0,0,0,0,0,0,0,0,23,7,0,0,0,0,0,0,0,0,1,3,0,0
440,9/1/2020 0:00,9/30/2020 0:00,339550,CITY OF ADEL; DR. WM. F. BOZEMAN A/C FAC,15,20,15,19,0,0,0,1,0,0,0,0,0,0,2,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0
441,10/1/2020 0:00,10/31/2020 0:00,339550,CITY OF ADEL; DR. WM. F. BOZEMAN A/C FAC,15,6,15,6,0,0,0,3,0,0,0,0,0,0,2,0,11,3,0,0,0,0,0,0,0,0,0,3,0,0
442,11/1/2020 0:00,11/30/2020 0:00,339550,CITY OF ADEL; DR. WM. F. BOZEMAN A/C FAC,9,2,9,2,2,0,0,1,2,0,9,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0
443,12/1/2020 0:00,12/31/2020 0:00,339550,CITY OF ADEL; DR. WM. F. BOZEMAN A/C FAC,26,0,26,0,0,0,0,0,12,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0
444,1/1/2021 0:00,1/31/2021 0:00,339550,CITY OF ADEL; DR. WM. F. BOZEMAN A/C FAC,17,5,17,5,0,0,0,0,0,0,0,0,0,0,2,0,6,4,0,0,0,0,0,0,0,0,0,1,0,0
445,2/1/2021 0:00,2/28/2021 0:00,339550,CITY OF ADEL; DR. WM. F. BOZEMAN A/C FAC,9,5,9,5,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,1,1,0,0
446,3/1/2021 0:00,3/31/2021 0:00,339550,CITY OF ADEL; DR. WM. F. BOZEMAN A/C FAC,0,0,8,6,0,0,0,0,3,3,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0
447,4/1/2021 0:00,4/30/2021 0:00,339550,CITY OF ADEL; DR. WM. F. BOZEMAN A/C FAC,10,16,10,16,0,0,0,0,4,16,0,0,0,0,4,0,4,16,0,0,0,0,0,0,0,0,2,0,0,0
448,5/1/2021 0:00,5/31/2021 0:00,339550,CITY OF ADEL; DR. WM. F. BOZEMAN A/C FAC,0,0,22,15,0,0,0,0,0,0,0,0,0,0,4,0,10,15,0,0,0,0,0,0,0,0,1,0,0,0
449,6/1/2021 0:00,6/30/2021 0:00,339550,CITY OF ADEL; DR. WM. F. BOZEMAN A/C FAC,0,0,31,4,0,0,0,0,0,0,0,0,0,0,4,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0
450,7/1/2021 0:00,7/31/2021 0:00,339550,CITY OF ADEL; DR. WM. F. BOZEMAN A/C FAC,0,0,10,15,0,0,0,0,0,0,0,0,0,0,4,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0
451,8/1/2021 0:00,8/31/2021 0:00,339550,CITY OF ADEL; DR. WM. F. BOZEMAN A/C FAC,14,2,14,2,0,0,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,5,2,0,0
452,9/1/2021 0:00,9/30/2021 0:00,339550,CITY OF ADEL; DR. WM. F. BOZEMAN A/C FAC,10,0,8,1,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0
453,10/1/2021 0:00,10/31/2021 0:00,339550,CITY OF ADEL; DR. WM. F. BOZEMAN A/C FAC,0,0,17,2,0,0,0,0,1,2,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,10,1,0,0
454,11/1/2021 0:00,11/30/2021 0:00,339550,CITY OF ADEL; DR. WM. F. BOZEMAN A/C FAC,0,0,13,4,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,5,4,0,0
455,12/1/2021 0:00,12/31/2021 0:00,339550,CITY OF ADEL; DR. WM. F. BOZEMAN A/C FAC,0,0,7,8,0,0,4,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,4,4,0,0
456,1/1/2022 0:00,1/31/2022 0:00,339550,CITY OF ADEL; DR. WM. F. BOZEMAN A/C FAC,0,0,12,2,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0
457,7/1/2020 0:00,7/31/2020 0:00,33103242,CITY OF AILEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,8/1/2020 0:00,8/31/2020 0:00,33103242,CITY OF AILEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,9/1/2020 0:00,9/30/2020 0:00,33103242,CITY OF AILEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,10/1/2020 0:00,10/31/2020 0:00,33103242,CITY OF AILEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,11/1/2020 0:00,11/30/2020 0:00,33103242,CITY OF AILEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,12/1/2020 0:00,12/31/2020 0:00,33103242,CITY OF AILEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,1/1/2021 0:00,1/31/2021 0:00,33103242,CITY OF AILEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,2/1/2021 0:00,2/28/2021 0:00,33103242,CITY OF AILEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,3/1/2021 0:00,3/31/2021 0:00,33103242,CITY OF AILEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,4/1/2021 0:00,4/30/2021 0:00,33103242,CITY OF AILEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,5/1/2021 0:00,5/31/2021 0:00,33103242,CITY OF AILEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,6/1/2021 0:00,6/30/2021 0:00,33103242,CITY OF AILEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,7/1/2021 0:00,7/31/2021 0:00,33103242,CITY OF AILEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,8/1/2021 0:00,8/31/2021 0:00,33103242,CITY OF AILEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,9/1/2021 0:00,9/30/2021 0:00,33103242,CITY OF AILEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,10/1/2021 0:00,10/31/2021 0:00,33103242,CITY OF AILEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,11/1/2021 0:00,11/30/2021 0:00,33103242,CITY OF AILEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,12/1/2021 0:00,12/31/2021 0:00,33103242,CITY OF AILEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,1/1/2022 0:00,1/31/2022 0:00,33103242,CITY OF AILEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,2/1/2022 0:00,2/28/2022 0:00,33103242,CITY OF AILEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,7/1/2020 0:00,7/31/2020 0:00,3380490,City Of Alamo,3,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,8/1/2020 0:00,8/31/2020 0:00,3380490,City Of Alamo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,9/1/2020 0:00,9/30/2020 0:00,3380490,City Of Alamo,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,10/1/2020 0:00,10/31/2020 0:00,3380490,City Of Alamo,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,11/1/2020 0:00,11/30/2020 0:00,3380490,City Of Alamo,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,12/1/2020 0:00,12/31/2020 0:00,3380490,City Of Alamo,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,1/1/2021 0:00,1/31/2021 0:00,3380490,City Of Alamo,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2/1/2021 0:00,2/28/2021 0:00,3380490,City Of Alamo,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,3/1/2021 0:00,3/31/2021 0:00,3380490,City Of Alamo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,4/1/2021 0:00,4/30/2021 0:00,3380490,City Of Alamo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,5/1/2021 0:00,5/31/2021 0:00,3380490,City Of Alamo,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,6/1/2021 0:00,6/30/2021 0:00,3380490,City Of Alamo,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,7/1/2021 0:00,7/31/2021 0:00,3380490,City Of Alamo,4,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,8/1/2021 0:00,8/31/2021 0:00,3380490,City Of Alamo,5,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
491,9/1/2021 0:00,9/30/2021 0:00,3380490,City Of Alamo,3,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,10/1/2021 0:00,10/31/2021 0:00,3380490,City Of Alamo,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,11/1/2021 0:00,11/30/2021 0:00,3380490,City Of Alamo,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,12/1/2021 0:00,12/31/2021 0:00,3380490,City Of Alamo,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,1/1/2022 0:00,1/31/2022 0:00,3380490,City Of Alamo,4,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,2/1/2022 0:00,2/28/2022 0:00,3380490,City Of Alamo,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,7/1/2020 0:00,7/31/2020 0:00,333750,CITY OF ALMA ANIMAL SHELTER,9,3,4,3,5,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0
498,8/1/2020 0:00,8/31/2020 0:00,333750,CITY OF ALMA ANIMAL SHELTER,11,7,6,0,5,7,0,0,0,0,0,0,0,0,1,0,8,5,0,0,0,0,0,2,0,0,0,0,0,0
499,9/1/2020 0:00,9/30/2020 0:00,333750,CITY OF ALMA ANIMAL SHELTER,8,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0
500,10/1/2020 0:00,10/31/2020 0:00,333750,CITY OF ALMA ANIMAL SHELTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,11/1/2020 0:00,11/30/2020 0:00,333750,CITY OF ALMA ANIMAL SHELTER,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
502,12/1/2020 0:00,12/31/2020 0:00,333750,CITY OF ALMA ANIMAL SHELTER,14,4,10,4,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,2,0,0
503,1/1/2021 0:00,1/31/2021 0:00,333750,CITY OF ALMA ANIMAL SHELTER,7,7,2,7,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0
504,2/1/2021 0:00,2/28/2021 0:00,333750,CITY OF ALMA ANIMAL SHELTER,8,1,6,1,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0
505,3/1/2021 0:00,3/31/2021 0:00,333750,CITY OF ALMA ANIMAL SHELTER,12,6,7,2,5,4,0,0,0,0,0,0,0,0,4,0,6,4,0,0,0,0,0,0,0,0,0,2,0,0
506,4/1/2021 0:00,4/30/2021 0:00,333750,CITY OF ALMA ANIMAL SHELTER,15,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
507,5/1/2021 0:00,5/31/2021 0:00,333750,CITY OF ALMA ANIMAL SHELTER,10,2,8,2,2,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0
508,6/1/2021 0:00,6/30/2021 0:00,333750,CITY OF ALMA ANIMAL SHELTER,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
509,7/1/2021 0:00,7/31/2021 0:00,333750,CITY OF ALMA ANIMAL SHELTER,7,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0
510,8/1/2021 0:00,8/31/2021 0:00,333750,CITY OF ALMA ANIMAL SHELTER,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0
511,9/1/2021 0:00,9/30/2021 0:00,333750,CITY OF ALMA ANIMAL SHELTER,22,1,18,1,0,0,0,0,0,0,4,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0
512,10/1/2021 0:00,10/31/2021 0:00,333750,CITY OF ALMA ANIMAL SHELTER,6,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0
513,11/1/2021 0:00,11/30/2021 0:00,333750,CITY OF ALMA ANIMAL SHELTER,8,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0
514,12/1/2021 0:00,12/31/2021 0:00,333750,CITY OF ALMA ANIMAL SHELTER,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0
515,1/1/2022 0:00,1/31/2022 0:00,333750,CITY OF ALMA ANIMAL SHELTER,3,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,3,0,0
